habitation_id,habitation_name,district,latitude,longitude
303642,Bhathuakhana (Bhatuakhana),Nalbari,26.453445741240365,91.24455436037152
283313,Balipara,Barpeta,26.46770779872033,91.24368862483468
283315,Bar Bhaluki,Barpeta,26.47127592748668,91.23054698010456
283302,Jalikhata,Barpeta,26.47452565113993,91.21295308097778
283296,Tihu Dekhata,Barpeta,26.4629752824758,91.21968377122974
283291,Bargandubi,Barpeta,26.45115777600181,91.2141380604277
283298,Uparnoi,Barpeta,26.461932236260125,91.2031554021109
283301,Raipur,Barpeta,26.498817934199767,91.20143967475236
283320,Dharamtala,Barpeta,26.50190706317052,91.22016913553983
283303,Bamunkuchi,Barpeta,26.48837653123533,91.213767722059
283319,Niz-Sariha  (Nizasariha),Barpeta,26.487734641083136,91.23239062428604
283314,Khudra Bhaluki,Barpeta,26.48043616390788,91.24691951493098
283317,Bornalikuchi,Barpeta,26.50099514299127,91.24394112124205
283321,Barbatabari,Barpeta,26.502391146606985,91.23414443048722
283323,Sariha Chakla  (Sari Chakla),Barpeta,26.51890976979796,91.228059924233
283322,Patacharkuchi,Barpeta,26.51464215845153,91.2419515529198
283326,Pahala Simalu Bari  (Lalah),Barpeta,26.53337745456149,91.24822210036976
283328,Doloi Gaon,Barpeta,26.536199566699064,91.23714283461298
283325,Gobindapur,Barpeta,26.52584519141668,91.21980371364585
283324,Barbhala,Barpeta,26.51353597009251,91.21334191444924
283284,Rahadhar Birkala,Barpeta,26.51004562800592,91.19844537126674
283289,Barbang,Barpeta,26.52877094642981,91.20423319337291
283282,Nagar Gaon,Barpeta,26.533321485648365,91.19484605171957
283288,Bar Bamakhata,Barpeta,26.52763822434332,91.18430163171853
283287,Muguria,Barpeta,26.50887402583551,91.18035595848689
283311,Kukua Batabari,Barpeta,26.49506017094089,91.18948216612742
283297,Dubi,Barpeta,26.482043594106347,91.19577470610548
283309,Titka Garia,Barpeta,26.48679594925394,91.17359264742616
801560,Pathsala,Barpeta,26.49884255656168,91.17468975090094
283285,Nalana,Barpeta,26.503997591846808,91.1550756660538
